user_message,expected_message,generated_message
"B1: Zastoji Zastoj tovornih vozil je na gorenjski avtocesti pred predorom Karavanke proti Avstriji, 1 km. Zastoj pred delovno zaporo je na gorenjski avtocesti med Podtaborom in priključkom Brezje proti Avstriji, zaradi del 5 km. Nesreče Na cesti Ravne na Koroškem - Kotlje - Slovenj Gradec je pri Podgori promet urejen izmenično. Cesta Vojnik - Stranice je pri Globočah zaprta. Zemeljski plaz Cesta čez prelaz Ljubelj, na glavni cesti Tržič - Ljubelj, je zaprta zaradi skalnega podora na avstrijski strani. Zaprta je cesta Črnivec - Radmirje, med Črnivcem in Novo Štifto. Delo na cesti Do 18. ure bo na vipavski hitri cesti zaprt priključek Šempeter, izvoz iz smeri Italije in uvoz proti Vipavi. V Kranju bo promet potekal izmenično enosmerno na cesti preko Savskega otoka (Kidričeva-Iskra/Stara cesta), do 8. 10.. Predvidena dela: - Na primorski avtocesti med Divačo in Kozino bo predvidoma do 30. 11. promet potekal dvosmerno po eni polovici avtoceste. - Na gorenjski avtocesti skozi predor Karavanke bo promet potekal izmenično enosmerno z čakanjem pred predorom v torek, 4. in sredo, 5. 10., med 8. in 20. uro. - V Mengšu bo popolna zapora Slovenske ceste do 20. 4. 2023. Več o delovnih zaporah, prometna napoved.",Pred predorom Karavanke je kilometer dolg zastoj proti Avstriji. Zaradi pokvarjenega vozila je na primorski avtocesti oviran promet pred priključkom Črni Kal proti Ljubljani. Na mejnem prehodu Obrežje vozniki tovornih vozil na vstop v državo čakajo 1 uro.,Generation failed
"B1: Nesreče Na dolenjski avtocesti zaradi odstranjevanja posledic nesreče med Mirno Pečjo in Trebnjim proti Ljubljani promet poteka po prehitevalnem pasu. Mejni prehodi Čakalna doba: Obrežje, Gruškovje. Delo na cesti Danes ponoči bo v predoru Karavanke med 20. in 5. uro promet urejen izmenično enosmerno. Čakanje za prehod predora bo predvidoma 30 minut. Na primorski avtocesti bo do 24. junija zaprt izvoz Vrhnika iz smeri Kopra. Prireditve Ta vikend bodo zaradi kolesarske prireditve Maraton Franja zaprti številni cestni odseki. V Istri in na obali bodo od četrtka do nedelje zapore cest zaradi motoristične prireditve. V Ljubljani pa bodo nekatere ceste okoli Rožnika v soboto dopoldan zaprte zaradi tekaške prireditve.","Dolenjska avtocesta je  proti Ljubljani spet prevozna med Mirno Pečjo in Trebnjim. Še vedno poteka promet tam le po prehitevalnem pasu Na štajerski avtocesti proti Mariboru promet ni več oviran  zaradi prometne nesreče  med razcepom Zadobrova in priključkom Sneberje. Še vedno ostaja zastoj,  ki sega na vzhodno ljubljansko obvoznico do priključka Bizovik. Na mejnih prehodih Gruškovje in Obrežje vozniki tovornih vozil na vstop v državo čakajo 2 uri.",Generation failed
"A1: Pozor! Vozniki sporočajo, da trenutno odsvetujejo promet med Brezovico in Vrhniko zaradi močnega neurja in toče. B1: Opozorila Na dolenjski avtocesti je oviran promet med predoroma Debeli Hrib in Mali Vrh na viaduktu Reber. Zastoji Pred predorom Karavanke: - proti Avstriji 2 kilometra, proti Kranjski Gori in Jesenicam priporočamo izvoz Jesenice vzhod, Lipce, - proti Sloveniji občasno zapirajo predor. Na cestah Lucija - Koper in Šmarje Koper. Vreme Popolne zapore zaradi plazov, poplave, nanosov in poškodovanih vozišč: - Maribor - Dravograd, Dravograd - Slovenj Gradec, Ravne - Dravograd in Dravograd - Libeliče. - Od Mežice in od Šoštanja proti Črni na Koroškem. - Cesta Celje - Laško - Šmarjeta. - Celje - Laško - Zidani Most - Radeče. - Ljubljana - Dol, obvoz za osebna vozila po lokalnih cestah Beričevo - Dol, - Litija - Zagorje, Hrastnik - Zidani Most. - Žiri - Rovte. - Dobrova - Polhov Gradec - Ljubljanica. - Begunje - Tržič. - Ljubno - Solčava. - Od Kamnika proti Kamniški Bistrici in proti Gornjem Gradu. Zaprte so tudi številne lokalne ceste. Upoštevajte znake na vozišču. Tovorna vozila Danes do 22. ure velja splošna prepoved promet za tovorna vozila nad 7,5 tone. Delo na cesti Zaradi poplav so številne ceste na severno Primorskem, Koroškem, Štajerskem, v Zasavju in v Osrednji Sloveniji zaprte. Razmere se ves čas spreminjajo. Vozniki, upoštevajte navodila dežurnih služb in ne vozite na poplavljena območja ali na zaprte ceste. Več o delovnih zaporah v prometni napovedi.","Na dolenjski avtocesti proti Obrežju je zaradi prometne nesreče promet oviran na izvozu Višnja Gora. Pred predorom Karavanke je kilometer dolg zastoj proti Avstriji. Predor proti Sloveniji občasno zapirajo. Zaradi poplav so zaprte številne državne ceste, predvsem na Štajerskem, Koroškem, Gorenjskem in severnem Primorskem. Med drugimi so zaprte:  
-	Maribor-Dravograd,
-	Dravograd-Slovenj Gradec,
-	Celje-Laško-Šmarjeta,
-	Celje-Laško-Zidani Most-Radeče,
-	Litija-Zagorje,
-         Hrastnik-Zidani Most,
-	Žirí-Rovte,
-	Dobrova-Polhov Gradec-zaselek Ljubljanica,
-         Preddvor-Jezerski vrh,
-	Begunje-Tržič in
-	Ljubno-Solčava. Neprevozna je tudi cesta od Mežice in od Šoštanja proti Črni na Koroškem ter cesta od Kamnika proti Kamniški Bistrici in proti Gornjemu Gradu.",Generation failed
"B1: Ovire Na pomurski avtocesti je zaradi pnevmatike na vozišču oviran promet pred priključkom Sveta Trojica proti Mariboru, zaradi okvare tovornega vozila pa zaprt vozni pas za priključkom Sveta Trojica proti Mariboru. Zastoji Zastoj tovornih vozil je na gorenjski avtocesti pred predorom Karavanke proti Avstriji, 500 metrov. Delo na cesti Več o delovnih zaporah v prometni napovedi.",Na obalni hitri cesti je zaradi del v predoru Markovec zaprt prehitevalni pas proti Ljubljani. Na primorski avtocesti proti Ljubljani je prav tako zaradi del zaprt prehitevalni med priključkoma Črni Kal in Kastelec.,Generation failed
"B1: Nesreče Cesta Most na Soči - Tolmin je zaprta. Obvoz je možen skozi Volče. Zastoji Ljubljanska obvoznica proti Primorski: - od Kosez proti proti Vrhniki, zamuda 45 minut; - od Malenc proti Vrhniki, zamuda 45 minut. Na štajerski avtocesti med Celjem vzhod in Dramljami, zamuda 10 minut. Pred predorom Karavanke proti Avstriji zastoj tovornih vozil, 500 metrov. Na cestah Lesce - Bled in Šmarje - Koper. Na cestah Ljubljana Brezovica in Logatec - Vrhnika - Brezovica na Vrhniki zaradi del. Mejni prehodi Čakalna doba: Sečovlje, Jelšane, Obrežje, Gruškovje. Delo na cesti in prireditve Do 28. junija bosta na primorski avtocesti zaprta priključek Fernetiči in prehitevalni pas med Sežano zahod in Fernetiči proti Italiji. Obvoz proti Italiji je preko priključka Sežana zahod, tudi za vozila brez vinjete.","Na primorski avtocesti je zaradi pokvarjenega vozila pred priključkom Brezovica zaprt vozni pas proti Kopru. Nastaja zastoj. Zaradi prometne nesreče je zaprta cesta Most na Soči - Tolmin. Obvoz je možen skozi Vólče. Na mejnem prehodu Obrežje vozniki tovornih vozil na vstop v državo čakajo več kot 2 uri, v Gruškovju in Starodu pa 1 uro.",Generation failed
"B1: Nesreče Cesta Ilirska Bistrica - Jelšane je, pri odcepu za Veliko Brdo, zaprta. Prireditve Na regionalni cesti Fram - Slovenske Konjice, v Slovenski Bistrici na Trgu Svobode bo popolna zapora med 18. in 1. uro. Tovorna vozila Zaradi praznikov bo v prihodnjih dneh veljala omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 t: - v nedeljo, 31. december, od 8. do 22. ure; - v ponedeljek, 1. januar, od 8. do 22. ure; - v torek, 2. januar, od 8. do 22. ure. Delo na cesti Več o delovnih zaporah v prometni napovedi.","Glavna cesta Ilirska Bistrica - Jelšane je zaradi prometne nesreče zaprta pri odcepu proti Vélikemu Bŕdu. Zaradi praznikov bo od nedelje do torka od osmih do 22-ih prepovedan promet za tovorna vozila, težja od 7 ton in pol.",Generation failed
"B1: Ovire Na štajerski avtocesti je zaradi okvare avtobusa zaprt počasni pas pred predorom Podmilj proti Mariboru. Vozilo je ustavljeno za ovinkom, vozite previdno! Okvara vozila ovira promet na dolenjski avtocesti pred priključkom Drnovo proti Ljubljani. Vreme Na cesti čez prelaz Vršič so obvezne verige. Delo na cesti Na gorenjski avtocesti bo skozi predor Karavanke promet potekal izmenično enosmerno danes ter 5., 6., 13. in 14. decembra, vsak dan med 8. in 16. uro. Cesta Ribnica - Brezno bo do 3. decembra zaprta pri Podvelki, na mostu čez Dravo. Več o delovnih zaporah v prometni napovedi.",nan,Generation failed
"B1: Mejni prehodi Čakalna doba je na Gruškovju. Dela Cesta Ruše - Selnica ob Dravi bo zaradi rekonstrukcije mostu zaprta v Rušah do 31. oktobra, obvoz je urejen. V Krškem bo do 30. maja zaprta cesta Krško - Drnovo zaradi ureditve ceste, obvoz je urejen. Na gorenjski avtocesti v predoru Karavanke bo v sredo, 16. 2. med 8:30 in 16. uro in v četrtek, 17. 2. med 8. in 16. uro promet potekal izmenično enosmerno s 30 - minutnim čakanjem pred predorom. Na Madžarskem bo do nadaljnjega zaprto počivališče Kerka na avtocesti M70, med prehodom Pince in priključkom Tornyiszentmiklós v obe smeri.",Predmet na vozišču ovira promet na zahodni ljubljanski obvoznici na pospeševalnem pasu med Brdom in razcepom Koseze proti Kranju. Zaradi del sta zaprti cesti Krško-Drnovo v Krškem ter Ruše-Selnica ob Dravi v Rušah. Na mejnem prehodu Gruškovje vozniki tovornih vozil na vstop v državo čakajo do 2 uri. Jutri bo predvidoma od pol 9 zjutraj do 16-ih promet skozi predor Karavanke potekal izmenično enosmerno s 30-minutnim čakanjem pred predorom.,Generation failed
"B1: Nesreče Zaprta je lokalna cesta Drenov Grič - Lesno Brdo. Ovire Na podravski avtocesti pred počivališčem Dravsko polje proti Ptuju, okvara tovornega vozila, oviran promet. Zastoji Na štajerski avtocesti je pred Lopato proti Ljubljani oviran promet, kosi pnevmatike. Na gorenjski avtocesti pred predorom Šentvid proti Kranju. Delo na cesti Napoved del: -Na gorenjski avtocesti je izvoz Šentvid iz smeri Kosez zaprt, danes do 14. ure zaradi del. - Na gorenjski avtocesti bo promet skozi predor Karavanke v sredo in četrtek, med 8. in 16. uro, potekal izmenično enosmerno. - Cesta Stročja vas - Pavlovci bo pri Pavlovcih zaprta do 23. marca. - Cesta Petrovci - Kuzma bo v Gornjih Petrovcih zaprta do 26. marca. - Cesta čez Pavličevo sedlo bo zaradi del na avstrijski strani zaprta do 31. marca. Več o delovnih zaporah v prometni napovedi. Tovorni promet Na ljubljanski severni obvoznici je med Kosezami in Zadobrovo, v obe smeri prepovedan tovorni tranzitni promet nad 7,5 t, do zaključka del med Tomačevim in Zadobrovo.",Promet je upočasnjen na štajerski avtocesti od Domžal proti Zadobrovi in naprej po severni ljubljanski obvoznici proti Tomačevemu. Na gorenjski avtocesti je zaradi del zaprt izvoz Šentvid v smeri Karavank. Prav tako zaradi del je na dolenjski avtocesti proti Novemu mestu zaprt vozni pas med priključkoma Grosuplje-vzhod in Višnja Gora.,Generation failed
"B1: Ovire Okvara tovornega vozila na štajerski avtocesti med Slovensko Bistrico jug in Slovenskimi Konjicami proti Ljubljani. Vreme Ponekod po državi megla zmanjšuje vidljivost. Delovne zapore Popolne zapore: - Dolenjska avtocesta bo med Šmarjem Sapom in Malencami proti Ljubljani zaprta v nočeh na sredo, četrtek in petek med 5. in 22. novembrom, med 22. in 4. uro. - Cesta Mokronog - Boštanj bo zaprta med Spodnjimi Vodalami in Gabrjem do 13. novembra zaradi asfaltiranja. - Do 15. decembra bo zaprta cesta Koprivna - Sleme na Koroškem, popravilo vozišča. - Štajerska avtocesta bo zaprta med Vranskim in Blagovico proti Ljubljani od petka od 20. ure, do nedelje do 15. ure. Več o delovnih zaporah v prometni napovedi.","Gost promet z zastoji je na štajerski avtocesti od Lukovice proti Ljubljani ter na dolenjski avtocesti od Grosupljega, prav tako proti Ljubljani. Zaradi del so zastoji tudi na južni ljubljanski obvoznici med Malencami in Centrom proti Primorski. Promet je upočasnjen še na cestah Lukovica-Domžale, Pijava Gorica-Škofljica, Mengeš-Trzin-Ljubljana in Pivka-Postojna.",Generation failed
"B1: Zastoji Zaradi del: - Na ljubljanski južni obvoznici med priključkoma Rudnik in Ljubljana zahod proti razcepu Kozarje, zamuda 10 minut. - Na primorski avtocesti med Uncem in počivališčem Lom proti Ljubljani, zamuda 15 minut. Vreme Popolni zapori zaradi poplav in zemeljskih plazov: - Most na Soči - Tolmin, pri Modreju. - Rateče - Planica. Na cesti čez prelaz Vršič je obvezna zimska oprema. Na cesti Železniki - Most na Soči, med Knežo in Podbrdom je prepovedan promet za tovorna vozila. Zaprte so še številne ostale ceste, več na zemljevidu. Delo na cesti Predvidoma do 15. ure bo v Soteski zaprta cesta Mozirje - Šentrupert. 9. novembra med 8. in 16. uro bo na gorenjski avtocesti skozi predor Karavanke promet potekal izmenično enosmerno, s čakanjem pred predorom. Regionalna cesta Slovenj Gradec - Mislinjska Dobrava bo zaprta med odcepom za Stari trg in Podgorjem od 11. novembra od 7. ure do 12. novembra do 17. ure. Do 29. novembra bo na Pregarjah zaprta cesta Pregarje - Harije. Do 29. decembra bo v Kočevski Reki zaprta cesta Kočevska Reka - Štalcerji. Več o delovnih zaporah v prometni napovedi.",Zaradi del je zastoj na južni ljubljanski obvoznici med priključkoma Rudnik in Vič proti Kopru. Čas vožnje se podaljša za približno 15 minut. Zaradi del je zastoj tudi na primorski avtocesti med Uncem in Logatcem proti Ljubljani. Čas vožnje se tam podaljša za približno 10 minut. Na dolenjski avtocesti proti Obrežju je zaradi pokvarjenega tovornjaka promet oviran med priključkoma Bič in Trebnje-zahod.,Generation failed
"B1: Zastoji Na štajerski avtocesti v razcepu Dragučova ter pred predorom Malečnik proti Avstriji. Na štajerski in gorenjski avtocesti proti Ljubljani. Na ljubljanski obvoznici: - Malence - Zadobrova - Malence - Rudnik; - na krožišču Tomačevo; - od Kosez proti Bežigradu. Na cestah Medno - Ljubljana, Trzin - Ljubljana in Dol - Šentjakob. Ovire Na primorski avtocesti je zaprt počasni pas pred počivališčem Ravbarkomanda proti Ljubljani. Delo na cesti Avtoceste, hitre ceste: - Na štajerski avtocesti bo do 3. julija zaprt uvoz Pesnica proti Šentilju. - Na gorenjski avtocesti bo predvidoma do 10. julija zaprt priključek Jesenice vzhod, izvoz in uvoz proti Karavankam. V ponedeljek, 3. julija, bodo po 12. uri zaprli še izvoz in uvoz proti Ljubljani, predvidoma 8 dni. - V noči na sredo bo v predoru Karavanke promet potekal izmenično enosmerno med 20. in 5. uro. Ostale ceste: - Cesta Ljubljana - Šentvid - Vodice, Tacenska cesta, do decembra letos. Obvoz je urejen po avtocesti Brod - Šmartno, tudi za vozila brez vinjete. - Cesta Rudno - Češnjica, pri Češnjici do 16. julija. Več o delovnih zaporah v prometni napovedi.","Zaradi nesreče je na severni ljubljanski obvoznici na krožišču Tomačevo zaprt skrajno desni prometni pas pri izvozu za Črnuče. Opozarjamo na nevarnost naleta. Pokvarjeno vozilo ovira promet na gorenjski avtocesti pred priključkoma Brezje in Brod proti Ljubljani ter na primorski avtocesti pred priključkom Razdrto proti Kopru. Zastoj je na avtocestnem odseku od Šentilja proti Mariboru pred razcepom Dragučova. Čas potovanja se tam podaljša za 10 minut.
Promet je zgoščen tudi na dolenjski avtocesti od Grosuplja, na gorenjski avtocesti od Vodic in na štajerski avtocesti od Lukovice proti Ljubljani. Na vseh odsekih se čas vožnje podaljša za od 10 do 20 minut. Pred predorom Karavanke pa je dva kilometra in pol dolg zastoj tovornih vozil proti Avstriji.",Generation failed
"B1: Nesreče Pomurska avtocesta: - vozni pas in uvoz Cerkvenjak sta zaprta proti Murski Soboti. Cesta Ilirska Bistrica - Jelšane je zaprta pri Kosezah. Zastoji Pred predorom Karavanke proti Avstriji, 6 kilometrov. Za pot z osebnim vozilom proti Kranjski Gori uporabite izvoz Jesenice vzhod - Lipce. Na štajerski avtocesti pred Dragučovo proti Šentilju. Prireditve Na širšem območju Škofje Loke bodo danes do 22. ure, nekateri odseki cest občasno popolnoma zaprti zaradi tekaške prireditve Cesta Bovec - Tolmin bo v Kobaridu do jutri zvečer zaprta zaradi prireditve. Do nedelje, 19. 6., bo potekala kolesarska dirka po Sloveniji. V nedeljo bodo občasne popolne zapore med na cestah med Vrhniko, Ljubljano, Trebnjim in Novim mestom.","Pred predorom Karavanke je 9-kilometrski zastoj proti Avstriji. Za pot proti Kranjski Gori ali Jesenicam voznikom osebnih vozil priporočamo izvoz Lesce. Na pomurski avtocesti je zaradi prometne nesreče zaprt uvoz Cerkvenjak proti Murski Soboti. Prav tako zaradi nesreče je zaprta glavna cesta Ilirska Bistrica-Jelšane pri Kosezah. Na mejnem prehodu Gruškovje vozniki osebnih vozil na vstop v državo čakajo več kot 2 uri, na Obrežju 1 uro, v Jelšanah pa pol ure.",Generation failed
"B1: Ovire Na dolenjski avtocesti je zaradi okvare tovornega vozila oviran promet med priključkoma Novo mesto zahod in Mirna Peč proti Ljubljani. Burja Burja se je umirila, v Vipavski dolini je promet ponovno dovoljen za vsa vozila. Zimske razmere Cesta čez prelaz Vršič je prevozna samo za osebna vozila z verigami. Delo na cesti Cesta Štore - Svetina - Laško je zaprta v Laški vasi pri Štorah predvidoma do 1. 7. 2023. Cesta Litija - Zagorje bo zaradi izgradnje galerije zaprta pri Šklendrovcu vsako soboto med 7:30 in 13:30 do septembra 2023. Več o delovnih zaporah v prometni napovedi.",Na dolenjski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka oviran promet med priključkoma Novo mesto-zahod in Mirna Peč. Zaradi pokvarjenega vozila je na štajerski avtocesti oviran promet na uvozu Fram proti Ljubljani.,Generation failed
"B1: Nesreče V Šentjurju je zaprta Ljubljanska cesta. Na dolenjski avtocesti zaprt prehitevalni pas med priključkoma Brežice in Obrežje proti Hrvaški. Vreme Zaradi poplav in zemeljskih plazov so zaprte številne ceste. Več. Delo na cesti Cesta Kočevska Reka - Borovec je zaradi obnove vozišča zaprta do 31. maja. Napoved: - Cesta Tržišče Hotemež bo zaprta pri Vrhku 19. maja med 8. in 17. uro. - Cesta Brezovica - Podpeč bo v Notranjih Goricah zaprta od 20. maja, od 6. ure, do 21. maja, do 22. ure. - Cesta Idrija - Godovič bo zaprta pri Jeličinem Vrhu v nedeljo, 21. maja, med 7. in 17. uro. Več o delovnih zaporah v prometni napovedi.",Zaradi nesreče je zaprta regionalna cesta Šentjur-Dole v Šentjurju na Ljubljanski cesti. Na primorski avtocesti proti Ljubljani je zaradi pokvarjenega avtobusa zaprt pas za počasna vozila med priključkom Senožeče in razcepom Nanos. Gost promet z zastoji je na primorski avtocesti proti Ljubljani med priključkoma Vrhnika in Brezovica. Zaradi del promet na gorenjski avtocesti v obe smeri poteka po dveh zoženih pasovih med priključkom Podtabor in galerijo Moste. Občasno nastaja zastoj.,Generation failed
"B1: Nesreče Na regionalni cesti Trojane - Izlake, pri Polšini, promet poteka izmenično enosmerno. Zastoji Promet je povečan na cestah proti večjim mestom in na mestnih obvoznicah. Zastoji so med drugim: - na štajerski avtocesti iz smeri Lukovice proti Ljubljani; - na gorenjski avtocesti med Vodicami in Brnikom proti Kranju; - na ljubljanski južni obvoznici v obe smeri; - na cestah Medvode - Ljubljana, Pijava Gorica - Škofljica, Mengeš - Črnuče. Ovire Okvara vozila na mariborski vzhodni obvoznici pred Rogozo proti Dragučovi. Vreme Ponekod po Sloveniji megla v pasovih zmanjšuje vidljivost. Delovne zapore Avtoceste: - Promet skozi predor Karavanke na gorenjski avtocesti bo nocoj med 20. in 5. uro potekal izmenično enosmerno. - Štajerska avtocesta bo zaprta med Vranskim in Blagovico proti Ljubljani od petka, 25. 10. 2024 od 20. ure, do ponedeljka, 28. 10. 2024 do 5. ure zjutraj. Obvoz bo po regionalni cesti. Zaprt bo tudi uvoz Trojane, tako proti Ljubljani, kot tudi proti Mariboru. Glavne in regionalne ceste: - Na cesti Poljana - Šentvid bodo danes, 23. 10., med 16. in 19. uro občasne, 15 minutne popolne zapore. - Poljčane - Majšperk bo pri Globokem ob Dravinji zaradi preplastitve zaprta do 7. 12. - Podlom - Kranjski Rak - Luče bo v Podlomu zaprta danes do 15. ure. Obvoz po cesti Gornji Grad - Radmirje - Luče. - Litija - Zagorje, pri Šklendrovcu, popolne zapore vsak dan do 25. 10., od 8. do 17. ure. - Gorenja vas - Škofja Loka, v predoru Sten, bo do petka, 25. 10., vsak dan med 8. in 17. uro, popolna zapora iz smeri Gorenje vasi proti Škofji Loki. V obratni smeri promet poteka nemoteno. - Cesta čez prelaz Vršič bo na vrhu prelaza zaradi del zaprta predvidoma do 8. novembra, od ponedeljka do petka, vsak dan med 7.30 in 17. uro. Več o delovnih zaporah v prometni napovedi.","Zastoji so na štajerski in dolenjski avtocesti od Lukovice in Grosupljega proti Ljubljani ter na cestah Medvode-Ljubljana, Pijava Gorica-Škofljica, Mengeš-Črnuče in Velenje-Črnova v obe smeri. Zaradi del bo promet skozi predor Karavanke od 20-ih do jutri do 5-ih potekal izmenično enosmerno.",Generation failed
"B1: Nesreče Na štajerski avtocesti oviran promet pred počivališčem Lukovica proti Ljubljani. Zastoji Na primorski avtocesti: - Pred in na izvozu Vrhnika iz smeri Ljubljane. - Med priključkom Brezovica in počivališčem Lom proti Kopru, zamuda 1 uro in 40 minut. - Za osebna vozila je možen obvoz po regionalni cesti Vrhnika - Logatec, kjer pa so tudi zastoji. Na štajerski avtocesti na izvozu Vransko proti Ljubljani, zamuda 5 minut. Delovne zapore Štajerska avtocesta bo zaprta med Vranskim in Blagovico proti Ljubljani do ponedeljka, 28. oktobra, do 5. ure zjutraj. Obvoz je po regionalni cesti. Zaprta sta tudi uvoza Trojane proti Ljubljani in proti Mariboru. Na primorski avtocesti zaradi popravila vozišča promet poteka samo po prehitevalnem pasu med priključkom Logatec in počivališčem Lom proti Kopru. Glavne in regionalne ceste: - Cesta Črna na Koroškem - Koprivna bo zaprta pri Črni do 17. ure. - Cesta Nova Gorica - Rožna Dolina bo zaprta do ponedeljka, 28. 10., predvidoma do 13. ure. - V Ljubljani bo Dunajska cesta zaprta do ponedeljka 28. 10. do 5. ure. Na gorenjski avtocesti bo promet skozi predor Karavanke potekal izmenično enosmerno med 18. in 5. uro v noči na torek in v noči na sredo. Več o delovnih zaporah v prometni napovedi. Tovorna vozila Do 22. ure velja omejitev prometa tovornih vozil, katerih največja dovoljena masa presega 7,5 tone.","Na primorski avtocesti sta zaradi del med Logatcem in Uncem proti Kopru zaprta vozni in pospeševalni pas. Nastal je daljši zastoj, čas potovanja se podalja za eno uro in 40 minut. Zastoji so tudi na vzporedni regionalni cesti. V nasprotni smeri je promet med Logatcem in Vrhniko oviran zaradi pešca. Štajerska avtocesta je med Vranskim in Blagovico proti Ljubljani zaradi del zaprta. Zaprta sta tudi uvoza Trojane. Nastal je krajši zastoj.",Generation failed
"B1: Zastoji Krajši zastoj je na severni ljubljanski obvoznici od Zadobrove proti Tomačevem. Ovire Okvarjeno vozilo ovira promet na zahodni ljubljanski obvoznici od Kozarij proti Brdu. Delo na cesti Promet bo skozi predor Karavanke na gorenjski avtocesti potekal izmenično enosmerno nocoj in s četrtka na petek (20./21. in 21./22. 9.), vsako noč med 20. in 5. uro. Na dolenjski avtocesti med Trebnjim in Kronovim bo do 22. septembra promet potekal po enem pasu, v času prometnih konic so možni zastoji. Več o urniku zapor. Regionalna cesta Maribor - Ptuj bo v Miklavžu na Dravskem Polju zaprta od 22. 9. od 9. ure, do 18. 11. Obvoz po lokalnih cestah. Več o delovnih zaporah v prometni napovedi. Ujma 2023 Popolne zapore: - Stahovica - Gornji Grad. - Podlom - Kranjski Rak - Luče. - Luče - Ljubno ob Savinji. - Dravograd - Trbonje. Več o zaporah na zemljevidu.",Na primorski avtocesti so zastoji na nekaterih odsekih od Logatca proti Ljubljani. Čas vožnje se podaljša za približno 15 minut. Zastoji so tudi na vzhodni ljubljanski obvoznici od Bizovika proti Šentjakobu ter na cestah Čŕnova-Velenje v obe smeri in Logatec-Vrhnika na Vrhniki.,Generation failed
"B1: Nesreče Na štajerski avtocesti med priključkoma Fram in Slovenska Bistrica sever proti Ljubljani promet poteka po enem prometnem pasu. Nastal je daljši zastoj. Za osebna vozila priporočamo vzporedno cesto Rogoza - Slovenska Bistrica. Delo na cesti Predvidena dela: - V noči na sredo in v sredo dopoldne bo na štajerski avtocesti zaprt uvoz Krtina proti Ljubljani. - Štajerska avtocesta bo zaprta med Blagovico in Vranskim proti Mariboru od sobote, 18. 11., od 12. ure, do ponedeljka, 20. 11., do 5. ure zjutraj. Več o delovnih zaporah v prometni napovedi. Opozorila V Sloveniji je zimska oprema obvezna od 15. novembra do 15. marca. Vreme Popolni zapori zaradi poplav in zemeljskih plazov: - Most na Soči - Tolmin, pri Modreju. - Rateče - Planica. Na cesti Železniki - Most na Soči, med Knežo in Podbrdom je prepovedan promet za tovorna vozila.","Promet je zgoščen na primorski avtocesti od Brezovice proti Ljubljani, na celotni južni ljubljanski obvoznici proti Novemu mestu ter naprej na dolenjski avtocesti do priključka Šmarje-Sap. Čas potovanja se na celotnem odseku podaljša za približno 15 minut. Zastoji so tudi na severni ljubljanski obvoznici v obe smeri. V smeri proti Kranju je promet dodatno oviran zaradi pokvarjenega tovornjaka pred priključkom Dravlje. Čas potovanja se v obe smeri podaljša za največ 15 minut. Na primorski avtocesti je zaradi pokvarjenega vozila zaprt pas za počasna vozila pred priključkom Kastelec proti Ljubljani.",Generation failed
"B1: Tovorna vozila Zaradi praznikov bo v prihodnjih dneh veljala prepoved prometa tovornih vozil, katerih skupna masa presega 7,5 tone: - v nedeljo, 31. december od 8. do 22. ure; - v ponedeljek, 1. januar od 8. do 22. ure; - v torek, 2. januar od 8. do 22. ure. Delo na cesti Več o delovnih zaporah v prometni napovedi.",Na primorski avtocesti je proti Kopru oviran promet zaradi pokvarjenega tovornjaka med Brezovico in Vrhniko. Na štajerski avtocesti je proti Mariboru zaradi del oviran promet med Vranskim in Šentrupertom ter med Celjem in Dramljami.,Generation failed
